OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
592,4146,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Use of Force,Mistreatment of person in custody,Not Sustained,Incident Location,5800,Beech Hollow,Drive,NA,Indianapolis,1013,Bi-Racial,Male,34,1880,White,Male,33,10,14-049,2014-07-24T02:45:00Z
593,4146,Citizen Complaint,Self-Initiated Activity,CPCO (Formal),2014-07-23,2014,7,23,22:45:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,Unreported,Substandard Performance,Act or ommission contrary to the obectives of the department,Sustained,Incident Location,5800,Beech Hollow,Drive,NA,Indianapolis,1013,Bi-Racial,Male,34,1880,White,Male,33,10,14-049,2014-07-24T02:45:00Z
594,4147,Citizen Complaint,Arrest,CPCO (Formal),2014-07-22,2014,7,22,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,10853,Midnight,Drive,NA,Indianapolis,1014,Black,Female,35,3102,White,Male,30,6,14-051,2014-07-23T03:00:00Z
595,4147,Citizen Complaint,Arrest,CPCO (Formal),2014-07-22,2014,7,22,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,10853,Midnight,Drive,NA,Indianapolis,1014,Black,Female,35,3102,White,Male,30,6,14-051,2014-07-23T03:00:00Z
596,4147,Citizen Complaint,Arrest,CPCO (Formal),2014-07-22,2014,7,22,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,Failure to provide name or badge number,Not Sustained,Incident Location,10853,Midnight,Drive,NA,Indianapolis,1014,Black,Female,35,3102,White,Male,30,6,14-051,2014-07-23T03:00:00Z
597,4147,Citizen Complaint,Arrest,CPCO (Formal),2014-07-22,2014,7,22,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Supv. Responsibilities,Failure to perform supervisory responsibility,Not Sustained,Incident Location,10853,Midnight,Drive,NA,Indianapolis,1014,Black,Female,35,2294,White,Male,55,21,14-051,2014-07-23T03:00:00Z
598,4150,Citizen Complaint,Call For Service,CPCO (Informal),2014-07-22,2014,7,22,16:20:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Unreported,Incident Location,111,Harbison,Avenue,N,Indianapolis,1016,White,Male,121,2689,White,Female,35,11,14-717,2014-07-22T20:20:00Z
599,4151,Citizen Complaint,Call For Service,CPCO (Informal),2014-07-24,2014,7,24,09:00:00:000,9,OPERATIONS DIVISION,EAST DISTRICT,Unreported,Unreported,Unreported,Unreported,Unreported,Incident Location,2224,Langley,Avenue,NA,Indianapolis,1017,Black,Male,121,NA,Unreported,Unreported,121,Unreported,14-718,2014-07-24T13:00:00Z
600,4182,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-26,2014,7,26,03:07:00:000,3,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Sustained,Incident Location,1200,Martin,Street,NA,Indianapolis,1019,White,Male,121,1550,White,Male,38,12,14-713,2014-07-26T07:07:00Z
601,4182,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-26,2014,7,26,03:07:00:000,3,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Neglect of Duty,Failure to honor a subpoena for a court appearance or deposition,Sustained,Incident Location,1200,Martin,Street,NA,Indianapolis,1019,White,Male,121,1550,White,Male,38,12,14-713,2014-07-26T07:07:00Z
602,4182,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-26,2014,7,26,03:07:00:000,3,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Failure to Cooperate,Failure to be truthful in an official report or correspondence,Not Sustained,Incident Location,1200,Martin,Street,NA,Indianapolis,1019,White,Male,121,1550,White,Male,38,12,14-713,2014-07-26T07:07:00Z
603,4182,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-26,2014,7,26,03:07:00:000,3,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Use of Force,Mistreatment of person in custody,Exonerated,Incident Location,1200,Martin,Street,NA,Indianapolis,1019,White,Male,121,1550,White,Male,38,12,14-713,2014-07-26T07:07:00Z
604,4182,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-26,2014,7,26,03:07:00:000,3,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,Unreported,Detention/Arrest,No pc/suspicion for arrest/detention,Exonerated,Incident Location,1200,Martin,Street,NA,Indianapolis,1019,White,Male,121,1550,White,Male,38,12,14-713,2014-07-26T07:07:00Z
605,4183,Citizen Complaint,Not Applicable,CPCO (Informal),2014-07-30,2014,7,30,10:02:00:000,10,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,5708,Carvel,Avenue,NA,Indianapolis,1020,Unreported,Male,121,1082,White,Male,62,17,14-719,2014-07-30T14:02:00Z
606,4265,Citizen Complaint,Call For Service,CPCO (Formal),2014-08-04,2014,8,4,13:42:00:000,13,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY TACTICAL SHIFT,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3401,Southport,Road,W,Indianapolis,1064,White,Male,25,2946,White,Male,27,5,14-052,2014-08-04T17:42:00Z
607,4297,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-08-02,2014,8,2,01:30:00:000,1,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3450,10th,Street,W,Indianapolis,1095,White,Male,42,1366,White,Male,35,12,14-053,2014-08-02T05:30:00Z
608,4322,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-05,2014,8,5,18:00:00:000,18,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE TACTICAL SHIFT,Unreported,Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,9600,Hague,Road,NA,Indianapolis,1112,Unreported,Male,121,228,White,Male,45,16,14-725,2014-08-05T22:00:00Z
609,4333,Citizen Complaint,Assisting a Citizen,CPCO (Formal),2014-07-23,2014,7,23,14:00:00:000,14,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,2461,Ralston,Avenue,NA,Indianapolis,1118,Black,Female,29,3035,White,Male,28,4,14-054,2014-07-23T18:00:00Z
610,4333,Citizen Complaint,Assisting a Citizen,CPCO (Formal),2014-07-23,2014,7,23,14:00:00:000,14,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Breach of Discipline,Conduct detrimental to the efficient operation and/or general discipline of the department,Exonerated,Incident Location,2461,Ralston,Avenue,NA,Indianapolis,1118,Black,Female,29,3035,White,Male,28,4,14-054,2014-07-23T18:00:00Z
611,4400,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-14,2014,8,14,18:42:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Act or ommission contrary to the obectives of the department,Unfounded,Incident Location,10338,Galena,Court,NA,Indianapolis,1159,White,Female,121,2889,White,Male,34,5,14-728,2014-08-14T22:42:00Z
612,4400,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-14,2014,8,14,18:42:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,10338,Galena,Court,NA,Indianapolis,1159,White,Female,121,2574,Black,Male,30,6,14-728,2014-08-14T22:42:00Z
613,4400,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-14,2014,8,14,18:42:00:000,18,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Act or ommission contrary to the obectives of the department,Unfounded,Incident Location,10338,Galena,Court,NA,Indianapolis,1159,White,Female,121,2574,Black,Male,30,6,14-728,2014-08-14T22:42:00Z
614,4401,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-14,2014,8,14,20:55:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Unfounded,Incident Location,1225,Gladstone,Avenue,N,Indianapolis,1160,Unreported,Male,121,2916,White,Male,29,4,14-729,2014-08-15T00:55:00Z
615,4402,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-15,2014,8,15,23:00:00:000,23,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW DAY SHIFT,NW DAY SHIFT 2ND RC,Substandard Performance,Unreported,Unfounded,Incident Location,2847,Eugene,Street,NA,Indianapolis,1161,Black,Male,121,235,White,Male,46,18,14-730,2014-08-16T03:00:00Z
616,4403,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-19,2014,8,19,12:00:00:000,12,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,947,Harbison,Avenue,NA,Indianapolis,1162,White,Male,121,1157,White,Male,41,15,14-731,2014-08-19T16:00:00Z
617,4462,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-08-20,2014,8,20,20:40:00:000,20,OPERATIONS DIVISION,SOUTHEAST DISTRICT,Unreported,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,5800,Arlington,Avenue,S,Indianapolis,1212,White,Male,17,2046,White,Male,34,10,14-055,2014-08-21T00:40:00Z
618,4462,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-08-20,2014,8,20,20:40:00:000,20,OPERATIONS DIVISION,SOUTHEAST DISTRICT,Unreported,Unreported,Citizen Interaction,Indecent or lewd language,Exonerated,Incident Location,5800,Arlington,Avenue,S,Indianapolis,1212,White,Male,17,2046,White,Male,34,10,14-055,2014-08-21T00:40:00Z
619,4462,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-08-20,2014,8,20,20:40:00:000,20,OPERATIONS DIVISION,SOUTHEAST DISTRICT,Unreported,Unreported,Use of Force,Unreasonable force (other),Exonerated,Incident Location,5800,Arlington,Avenue,S,Indianapolis,1212,White,Male,17,2046,White,Male,34,10,14-055,2014-08-21T00:40:00Z
620,4462,Citizen Complaint,Traffic Stop,CPCO (Formal),2014-08-20,2014,8,20,20:40:00:000,20,OPERATIONS DIVISION,SOUTHEAST DISTRICT,Unreported,Unreported,Breach of Discipline,Taking official action in a personal dispute or incident involving a friend or relative while off duty,Exonerated,Incident Location,5800,Arlington,Avenue,S,Indianapolis,1212,White,Male,17,2046,White,Male,34,10,14-055,2014-08-21T00:40:00Z
621,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Neglect of Duty,Unwarranted holding of property,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
622,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Detention/Arrest,No pc/suspicion for arrest/detention,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
623,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
624,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Violation of Any Law,Theft,Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1213,Black,Female,31,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
625,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Neglect of Duty,Unwarranted holding of property,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
626,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Detention/Arrest,No pc/suspicion for arrest/detention,Exonerated,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
627,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
628,4464,Citizen Complaint,Investigation,CPCO (Formal),2014-08-19,2014,8,19,13:51:00:000,13,CRIMINAL INVESTIGATION DIVISION,NARCOTICS AND FIREARMS BUREAU,HUMAN TRAFFICKING,VICE UNIT,Violation of Any Law,Theft,Not Sustained,Incident Location,3525,Shadeland,Avenue,N,Indianapolis,1214,Black,Female,25,2112,White,Male,48,14,14-056,2014-08-19T17:51:00Z
629,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Substandard Performance,Misuse of department or public property,Unfounded,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,365,White,Female,46,12,14-732,2014-08-14T18:00:00Z
630,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Substandard Performance,Misuse of department or public property,Exonerated,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,3050,White,Male,39,5,14-732,2014-08-14T18:00:00Z
631,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Substandard Performance,Misuse of department or public property,Exonerated,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,1728,Black,Male,36,5,14-732,2014-08-14T18:00:00Z
632,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,1728,Black,Male,36,5,14-732,2014-08-14T18:00:00Z
633,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and sops",Sustained,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,2194,White,Male,45,11,14-732,2014-08-14T18:00:00Z
634,4547,Citizen Complaint,Arrest,CPCO (Informal),2014-08-14,2014,8,14,14:00:00:000,14,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Sustained,Incident Location,8429,Swift,Court,NA,Indianapolis,1268,Unreported,Female,121,2194,White,Male,45,11,14-732,2014-08-14T18:00:00Z
635,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,2014,7,27,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,1269,White,Male,121,2349,White,Male,50,12,14-734,2014-07-27T06:30:00Z
636,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,2014,7,27,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Substandard Performance,Unreported,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,1269,White,Male,121,2349,White,Male,50,12,14-734,2014-07-27T06:30:00Z
637,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,2014,7,27,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,1269,White,Male,121,2208,White,Male,37,11,14-734,2014-07-27T06:30:00Z
638,4548,Citizen Complaint,Traffic Stop,CPCO (Informal),2014-07-27,2014,7,27,02:30:00:000,2,OPERATIONS DIVISION,NORTH DISTRICT,ND LATE SHIFT,Unreported,Substandard Performance,Unreported,Not Sustained,Incident Location,100,Senate,Ave,N,Indianapolis,1269,White,Male,121,2208,White,Male,37,11,14-734,2014-07-27T06:30:00Z
639,4550,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-28,2014,8,28,10:15:00:000,10,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Vehicle Operation,Speeding,Not Sustained,Incident Location,2400,Madison,Av,NA,Indianapolis,1271,Unreported,Male,121,3056,Black,Male,32,2,14-735,2014-08-28T14:15:00Z
640,4551,Citizen Complaint,Not Applicable,CPCO (Informal),2014-08-25,2014,8,25,08:25:00:000,8,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Vehicle Operation,Speeding,Not Sustained,Incident Location,8600,Lafayette,Road,NA,Indianapolis,1272,Unreported,Male,121,2081,White,Male,38,10,14-736,2014-08-25T12:25:00Z
641,4552,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-28,2014,8,28,11:00:00:000,11,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY TACTICAL SHIFT,Unreported,Substandard Performance,Failure to properly investigate crash,Exonerated,Incident Location,6100,Southeastern,Avenue,NA,Indianapolis,1273,Black,Male,121,1579,White,Male,42,14,14-737,2014-08-28T15:00:00Z
642,4572,Citizen Complaint,Not Applicable,CPCO (Informal),2014-09-01,2014,9,1,12:07:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Vehicle Operation,Texting while driving,Not Sustained,Incident Location,6200,Binford,Blvd,NA,Indianapolis,1274,Unreported,Female,121,1366,White,Male,35,12,14-738,2014-09-01T16:07:00Z
643,4572,Citizen Complaint,Not Applicable,CPCO (Informal),2014-09-01,2014,9,1,12:07:00:000,12,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,Unreported,Vehicle Operation,Speeding,Not Sustained,Incident Location,6200,Binford,Blvd,NA,Indianapolis,1274,Unreported,Female,121,1366,White,Male,35,12,14-738,2014-09-01T16:07:00Z
644,4576,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-31,2014,8,31,15:00:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3415,Brentwood,Avenue,N,Indianapolis,1276,Unreported,Female,121,3067,Black,Male,31,2,14-739,2014-08-31T19:00:00Z
645,4576,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-31,2014,8,31,15:00:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,Unreported,Substandard Performance,Act or ommission contrary to the obectives of the department,Exonerated,Incident Location,3415,Brentwood,Avenue,N,Indianapolis,1276,Unreported,Female,121,3067,Black,Male,31,2,14-739,2014-08-31T19:00:00Z
646,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,2014,8,30,21:30:00:000,21,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unreported,Female,121,3030,White,Male,29,4,14-740,2014-08-31T01:30:00Z
647,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,2014,8,30,21:30:00:000,21,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Substandard Performance,Unreported,Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unreported,Female,121,3030,White,Male,29,4,14-740,2014-08-31T01:30:00Z
648,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,2014,8,30,21:30:00:000,21,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,Failure to make a report when approached by a citizen,Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unreported,Female,121,3030,White,Male,29,4,14-740,2014-08-31T01:30:00Z
649,4577,Citizen Complaint,Call For Service,CPCO (Informal),2014-08-30,2014,8,30,21:30:00:000,21,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,Unreported,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,3902,Glen Arm,Road,N,Indianapolis,1277,Unreported,Female,121,39,White,Male,37,13,14-740,2014-08-31T01:30:00Z
