OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_YEAR,OCCURRED_MONTH,OCCURRED_DAY,OCCURRED_TM,OCCURRED_HOUR,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,CITY,CITNUM,CIT_RACE,CIT_SEX,CIT_AGE,OFF_NUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM,OCCURRED_DATE_AND_TIME
1944,19398,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-02-20,2017,2,20,06:14:00:000,6,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,13TH RECRUIT CLASS,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING GESTURE(S)",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11265,BLACK,FEMALE,31,3511,WHITE,MALE,30,99999,17-612,2017-02-20T11:14:00Z
1945,19398,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-02-20,2017,2,20,06:14:00:000,6,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,13TH RECRUIT CLASS,NEGLECT OF DUTY,"FAILURE TO MAKE AND TURN IN ALL REPORTS PROMPTLY, ACCURATELY, AND COMPLETELY IN CONFORMITY WITH DEPARTMENT ORDERS.",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11265,BLACK,FEMALE,31,3511,WHITE,MALE,30,99999,17-612,2017-02-20T11:14:00Z
1946,19398,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-02-20,2017,2,20,06:14:00:000,6,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUIT TRAINING SECTION,13TH RECRUIT CLASS,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11265,BLACK,FEMALE,31,3511,WHITE,MALE,30,99999,17-612,2017-02-20T11:14:00Z
1947,19483,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-02-25,2017,2,25,14:00:00:000,14,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11318,WHITE,MALE,36,1307,WHITE,MALE,54,30,17-613,2017-02-25T19:00:00Z
1948,19483,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-02-25,2017,2,25,14:00:00:000,14,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11318,WHITE,MALE,36,1307,WHITE,MALE,54,30,17-613,2017-02-25T19:00:00Z
1949,19483,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-02-25,2017,2,25,14:00:00:000,14,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,VEHICLE OPERATION,MISUSE OF EMERGENCY LIGHTS OR SIREN,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11318,WHITE,MALE,36,1307,WHITE,MALE,54,30,17-613,2017-02-25T19:00:00Z
1950,19483,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-02-25,2017,2,25,14:00:00:000,14,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,VEHICLE OPERATION,SPEEDING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11318,WHITE,MALE,36,1307,WHITE,MALE,54,30,17-613,2017-02-25T19:00:00Z
1951,19489,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-02-27,2017,2,27,17:25:00:000,17,ADMINISTRATION DIVISION,TRAINING BUREAU,RECRUITING,RECRUITING UNIT,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,CARMEL,11320,WHITE,FEMALE,99999,559,BLACK,FEMALE,52,27,17-614,2017-02-27T22:25:00Z
1952,19508,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-02-17,2017,2,17,07:19:00:000,7,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,UNREPORTED,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11329,WHITE,FEMALE,35,3079,WHITE,MALE,47,4,17-615,2017-02-17T12:19:00Z
1953,19508,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-02-17,2017,2,17,07:19:00:000,7,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,UNREPORTED,VEHICLE OPERATION,MISUSE OF EMERGENCY LIGHTS OR SIREN,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11329,WHITE,FEMALE,35,3079,WHITE,MALE,47,4,17-615,2017-02-17T12:19:00Z
1954,19508,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-02-17,2017,2,17,07:19:00:000,7,OPERATIONS DIVISION,PARK RANGERS,RESERVE PARK RANGER,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING GESTURE(S)",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11329,WHITE,FEMALE,35,3079,WHITE,MALE,47,4,17-615,2017-02-17T12:19:00Z
1955,19853,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2017-03-15,2017,3,15,20:00:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE MIDDLE SHIFT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11573,BLACK,FEMALE,37,1246,BLACK,MALE,52,30,17-617,2017-03-16T00:00:00Z
1956,19929,CITIZEN COMPLAINT,ARREST,CPCO (INFORMAL),2016-10-14,2016,10,14,02:22:00:000,2,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,USE OF FORCE,OFFICERS SHALL NOT MISTREAT PERSONS WHO ARE IN THIER CUSTODY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11620,BLACK,MALE,36,3092,WHITE,MALE,33,8,17-618,2016-10-14T06:22:00Z
1957,19929,CITIZEN COMPLAINT,ARREST,CPCO (INFORMAL),2016-10-14,2016,10,14,02:22:00:000,2,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11620,BLACK,MALE,36,3092,WHITE,MALE,33,8,17-618,2016-10-14T06:22:00Z
1958,19929,CITIZEN COMPLAINT,ARREST,CPCO (INFORMAL),2016-10-14,2016,10,14,02:22:00:000,2,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,USE OF FORCE,OFFICERS SHALL NOT MISTREAT PERSONS WHO ARE IN THIER CUSTODY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11620,BLACK,MALE,36,1962,WHITE,MALE,43,13,17-618,2016-10-14T06:22:00Z
1959,19929,CITIZEN COMPLAINT,ARREST,CPCO (INFORMAL),2016-10-14,2016,10,14,02:22:00:000,2,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,USE OF FORCE,MEMBERS SHALL NOT USE MORE FORCE THAN REASONABLY NECESSARY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11620,BLACK,MALE,36,1962,WHITE,MALE,43,13,17-618,2016-10-14T06:22:00Z
1960,20103,CITIZEN COMPLAINT,OFF-DUTY EMPLOYMENT,CPCO (INFORMAL),2017-01-15,2017,1,15,02:08:00:000,2,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,FRAUD SECTION,ORGANIZED CRIME UNIT,BREACH OF DISCIPLINE,FAILURE TO KEEP DEPATMENT INFORMATION CONFIDENTIAL,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11738,WHITE,FEMALE,23,1057,WHITE,MALE,47,19,17-616,2017-01-15T07:08:00Z
1961,20103,CITIZEN COMPLAINT,OFF-DUTY EMPLOYMENT,CPCO (INFORMAL),2017-01-15,2017,1,15,02:08:00:000,2,CRIMINAL INVESTIGATION DIVISION,ORGANIZED CRIME,FRAUD SECTION,ORGANIZED CRIME UNIT,CONDUCT UNBECOMING,MEMBERS SHALL NOT MISTREAT PERSONS IN THEIR CUSTODY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11738,WHITE,FEMALE,23,1057,WHITE,MALE,47,19,17-616,2017-01-15T07:08:00Z
1962,20183,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (FORMAL),2017-03-17,2017,3,17,22:30:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,VIOLATION OF ANY RULE,"FAILURE TO CONFORM TO THE DEPARTMENT'S RULES, REGULATIONS, ORDERS, POLICIES, AND SOPS WHILE OFF DUTY",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11790,WHITE,FEMALE,26,1154,WHITE,MALE,46,15,17-009,2017-03-18T02:30:00Z
1963,20183,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (FORMAL),2017-03-17,2017,3,17,22:30:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,BREACH OF DISCIPLINE,CONDUCT DETRIMENTAL TO THE EFFICIENT OPERATION AND/OR GENERAL DISCIPLINE OF THE DEPARTMENT,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11790,WHITE,FEMALE,26,1154,WHITE,MALE,46,15,17-009,2017-03-18T02:30:00Z
1964,20183,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (FORMAL),2017-03-17,2017,3,17,22:30:00:000,22,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,IMPROPER CITIZEN INTERACTION,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11790,WHITE,FEMALE,26,1154,WHITE,MALE,46,15,17-009,2017-03-18T02:30:00Z
1965,20229,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-05,2017,4,5,17:30:00:000,17,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11831,WHITE,FEMALE,42,2449,WHITE,MALE,44,9,17-621,2017-04-05T21:30:00Z
1966,20229,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-05,2017,4,5,17:30:00:000,17,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11831,WHITE,FEMALE,42,2449,WHITE,MALE,44,9,17-621,2017-04-05T21:30:00Z
1967,20231,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-03-26,2017,3,26,09:00:00:000,9,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11833,UNREPORTED,FEMALE,99999,3132,WHITE,FEMALE,33,8,17-622,2017-03-26T13:00:00Z
1968,20231,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-03-26,2017,3,26,09:00:00:000,9,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,VIOLATION OF ANY RULE,FAILURE TO FOLLOW POLICY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11833,UNREPORTED,FEMALE,99999,3132,WHITE,FEMALE,33,8,17-622,2017-03-26T13:00:00Z
1969,20180,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2017-03-20,2017,3,20,22:20:00:000,22,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,SEARCH/SEIZURE,IMPROPER WARANTLESS SEARCH,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11787,WHITE,MALE,37,3339,WHITE,MALE,34,1,17-008,2017-03-21T02:20:00Z
1970,20180,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (FORMAL),2017-03-20,2017,3,20,22:20:00:000,22,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,ACT OR OMMISSION CONTRARY TO THE OBECTIVES OF THE DEPARTMENT,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11787,WHITE,MALE,37,3339,WHITE,MALE,34,1,17-008,2017-03-21T02:20:00Z
1971,20292,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-17,2017,3,17,12:41:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11880,BLACK,FEMALE,59,1056,BLACK,MALE,53,31,17-010,2017-03-17T16:41:00Z
1972,20292,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-17,2017,3,17,12:41:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11880,BLACK,FEMALE,59,1056,BLACK,MALE,53,31,17-010,2017-03-17T16:41:00Z
1973,20292,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-17,2017,3,17,12:41:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,PRISONER HANDLING/TRANS.,FAILURE TO FOLLOW POLICY,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11880,BLACK,FEMALE,59,1056,BLACK,MALE,53,31,17-010,2017-03-17T16:41:00Z
1974,20292,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-17,2017,3,17,12:41:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,PRISONER HANDLING/TRANS.,UNREPORTED,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,11880,BLACK,FEMALE,59,1056,BLACK,MALE,53,31,17-010,2017-03-17T16:41:00Z
1975,20342,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2017-04-11,2017,4,11,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11920,WHITE,FEMALE,36,3232,WHITE,FEMALE,34,2,17-623,2017-04-12T03:00:00Z
1976,20342,CITIZEN COMPLAINT,INVESTIGATION,CPCO (INFORMAL),2017-04-11,2017,4,11,23:00:00:000,23,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11920,WHITE,FEMALE,36,3232,WHITE,FEMALE,34,2,17-623,2017-04-12T03:00:00Z
1977,20343,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-04-10,2017,4,10,20:37:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11921,WHITE,FEMALE,99999,2591,WHITE,MALE,54,17,17-624,2017-04-11T00:37:00Z
1978,20343,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-04-10,2017,4,10,20:37:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING GESTURES",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11921,WHITE,FEMALE,99999,2591,WHITE,MALE,54,17,17-624,2017-04-11T00:37:00Z
1979,20343,CITIZEN COMPLAINT,TRAFFIC STOP,CPCO (INFORMAL),2017-04-10,2017,4,10,20:37:00:000,20,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,11921,WHITE,FEMALE,99999,2591,WHITE,MALE,54,17,17-624,2017-04-11T00:37:00Z
1980,20414,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-04-12,2017,4,12,22:29:00:000,22,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,DWI INVESTIGATIONS UNIT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,10222,BLACK,MALE,42,2372,WHITE,MALE,33,11,17-011,2017-04-13T02:29:00Z
1981,20444,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-04-14,2017,4,14,08:30:00:000,8,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,DAY SHIFT 2ND RC,VEHICLE OPERATION,OTHER MOVING TRAFFIC VIOLATION,NOT SUSTAINED,INCIDENT LOCATION,LAWRENCE,12001,WHITE,MALE,99999,647,BLACK,MALE,58,24,17-626,2017-04-14T12:30:00Z
1982,20445,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-06,2017,4,6,06:48:00:000,6,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,CITIZEN INTERACTION,"RUDE, DEMEANING, OR AFFRONTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12002,BLACK,MALE,99999,1033,WHITE,FEMALE,60,39,17-625,2017-04-06T10:48:00Z
1983,20445,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-06,2017,4,6,06:48:00:000,6,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,CITIZEN INTERACTION,IMPROPER TOWING OF VEHICLE,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12002,BLACK,MALE,99999,1033,WHITE,FEMALE,60,39,17-625,2017-04-06T10:48:00Z
1984,20521,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-04-18,2017,4,18,08:38:00:000,8,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,VEHICLE OPERATION,SPEEDING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12059,WHITE,FEMALE,32,3234,WHITE,MALE,36,2,17-628,2017-04-18T12:38:00Z
1985,20521,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-04-18,2017,4,18,08:38:00:000,8,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,VEHICLE OPERATION,AGGRESSIVE OR UNSAFE DRIVING,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12059,WHITE,FEMALE,32,3234,WHITE,MALE,36,2,17-628,2017-04-18T12:38:00Z
1986,20521,CITIZEN COMPLAINT,NOT APPLICABLE,CPCO (INFORMAL),2017-04-18,2017,4,18,08:38:00:000,8,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12059,WHITE,FEMALE,32,3234,WHITE,MALE,36,2,17-628,2017-04-18T12:38:00Z
1987,20538,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2017-04-11,2017,4,11,15:00:00:000,15,RESERVES,CYCLES,UNREPORTED,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,12070,WHITE,FEMALE,47,2368,UNREPORTED,MALE,58,14,17-629,2017-04-11T19:00:00Z
1988,20538,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2017-04-11,2017,4,11,15:00:00:000,15,RESERVES,CYCLES,UNREPORTED,UNREPORTED,SUBSTANDARD PERFORMANCE,MEMBERS SHALL CONFORM TO ESTABLISHED WORK STANDARDS TO THEIR RANK/POSITION.,UNFOUNDED,INCIDENT LOCATION,INDIANAPOLIS,12070,WHITE,FEMALE,47,2368,UNREPORTED,MALE,58,14,17-629,2017-04-11T19:00:00Z
1989,20538,CITIZEN COMPLAINT,UNREPORTED,CPCO (INFORMAL),2017-04-11,2017,4,11,15:00:00:000,15,RESERVES,CYCLES,UNREPORTED,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12070,WHITE,FEMALE,47,2368,UNREPORTED,MALE,58,14,17-629,2017-04-11T19:00:00Z
1990,20554,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-18,2017,4,18,15:06:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,13TH RECRUIT CLASS,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12078,WHITE,FEMALE,44,3251,WHITE,MALE,28,2,17-630,2017-04-18T19:06:00Z
1991,20554,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (INFORMAL),2017-04-18,2017,4,18,15:06:00:000,15,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,13TH RECRUIT CLASS,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",NOT SUSTAINED,INCIDENT LOCATION,INDIANAPOLIS,12078,WHITE,FEMALE,44,3526,WHITE,MALE,29,99999,17-630,2017-04-18T19:06:00Z
1992,20561,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-03-23,2017,3,23,16:45:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12084,BLACK,FEMALE,39,2461,BLACK,MALE,36,9,17-014,2017-03-23T20:45:00Z
1993,20561,CITIZEN COMPLAINT,UNREPORTED,CPCO (FORMAL),2017-03-23,2017,3,23,16:45:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12084,BLACK,FEMALE,39,2461,BLACK,MALE,36,9,17-014,2017-03-23T20:45:00Z
1994,20562,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-23,2017,3,23,16:45:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12085,BLACK,MALE,33,2461,BLACK,MALE,36,9,17-015,2017-03-23T20:45:00Z
1995,20562,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-03-23,2017,3,23,16:45:00:000,16,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,UNREPORTED,CITIZEN INTERACTION,"RUDE, DISCOURTEOUS, OR INSULTING LANGUAGE",EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12085,BLACK,MALE,33,2461,BLACK,MALE,36,9,17-015,2017-03-23T20:45:00Z
1996,20571,CITIZEN COMPLAINT,CALL FOR SERVICE,CPCO (FORMAL),2017-04-17,2017,4,17,12:33:00:000,12,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,ND DAY SHIFT,SUBSTANDARD PERFORMANCE,FAILURE TO PERFORM DUTIES WHICH MAINTAIN SATISFACTORY STANDARDS OF EFFICIENCY/OBJECTIVES OF DEPARTMENT.,EXONERATED,INCIDENT LOCATION,INDIANAPOLIS,12088,BLACK,FEMALE,29,648,WHITE,MALE,52,18,17-013,2017-04-17T16:33:00Z
